species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Chinstrap,Dream,50.44268741611706,18.741815600293197,198.0,4548.0,MALE
Gentoo,Torgersen,49.1554760991985,13.381544588615908,213.0,5556.0,MALE
Gentoo,Dream,50.276869178646145,13.199521093324957,187.0,5349.0,MALE
Gentoo,Dream,49.20162601639843,15.588744004129381,212.0,4713.0,MALE
Adelie,Dream,49.53560586639034,18.857872933924178,173.0,5513.0,MALE
Adelie,Dream,51.247057773950374,13.443449112248967,214.0,5253.0,MALE
Chinstrap,Torgersen,51.072272104585274,13.82510327979837,210.0,5260.0,MALE
Gentoo,Torgersen,50.849825547523935,13.855342376626941,198.0,5752.0,MALE
Adelie,Torgersen,48.69753772015903,18.42767784362659,199.0,5546.0,MALE
Gentoo,Torgersen,49.00800892677031,13.521311653655522,186.0,5569.0,MALE
Gentoo,Dream,49.306425258197734,18.418703465818094,212.0,5456.0,MALE
Gentoo,Dream,50.756458062520174,18.72393231184369,200.0,5289.0,MALE
Gentoo,Dream,50.91641664946276,18.90622054335443,210.0,5506.0,MALE
Gentoo,Torgersen,50.20310749567711,13.927017047266895,214.0,5715.0,MALE
Gentoo,Torgersen,50.57486204238628,18.76477442284377,200.0,5315.0,MALE
Chinstrap,Dream,50.81940229493146,18.396403577305456,211.0,5432.0,MALE
Gentoo,Torgersen,48.78248761035391,15.519614363673718,196.0,5379.0,MALE
Gentoo,Torgersen,48.83276862629094,18.973800488397448,172.0,5407.0,MALE
Gentoo,Dream,50.98946211351204,13.391081977544893,211.0,5569.0,MALE
Chinstrap,Torgersen,43.20839353078958,18.936918376057367,199.0,5234.0,MALE
Gentoo,Torgersen,49.21899929761037,13.52969898057858,175.0,5894.0,MALE
Gentoo,Dream,48.71173807327623,15.59029377150897,198.0,5736.0,.
Adelie,Dream,48.64203413491675,18.97651903168329,175.0,5524.0,MALE
Adelie,Torgersen,50.92087538565412,13.782871360496273,210.0,5535.0,MALE
Gentoo,Dream,49.509134509937724,18.714087121319054,196.0,5485.0,MALE
Gentoo,Dream,49.04189766572248,18.26937215420621,199.0,5391.0,MALE
Gentoo,Dream,49.0092535982945,18.144130517915887,220.0,5408.0,MALE
Gentoo,Dream,50.404230069868426,13.600195514355622,217.0,5435.0,MALE
Gentoo,Torgersen,48.51364524715495,18.731746320605765,212.0,5362.0,MALE
Gentoo,Dream,49.98874915466562,18.925851957950368,208.0,5477.0,MALE
Gentoo,Torgersen,48.327998811431016,18.574380716157883,197.0,5528.0,MALE
Gentoo,Dream,49.981678647119175,18.725351146270313,173.0,4621.0,MALE
Gentoo,Dream,47.42814931310176,18.683779016035643,187.0,5564.0,MALE
Gentoo,Dream,50.46607123117074,18.312132904980036,198.0,4703.0,MALE
Gentoo,Torgersen,50.81405246983838,13.641212077935267,189.0,5326.0,MALE
Adelie,Dream,50.684077551218806,18.964645817513016,211.0,5279.0,MALE
Gentoo,Dream,51.3239645474403,18.23339536356934,199.0,5481.0,MALE
Chinstrap,Dream,50.654154820162866,18.71837632428715,197.0,5321.0,MALE
Adelie,Dream,51.09089698922038,18.65601629869383,208.0,5871.0,MALE
Chinstrap,Dream,49.166788288180356,13.41571796798495,213.0,5561.0,MALE
Adelie,Dream,50.0723948369036,13.76641211323632,208.0,5707.0,MALE
Gentoo,Torgersen,50.246189225085544,18.148808121211342,196.0,4636.0,MALE
Adelie,Torgersen,50.87066569719097,13.849625762583463,173.0,5329.0,MALE
Gentoo,Dream,49.92608729843127,18.82658572053067,199.0,5312.0,MALE
Chinstrap,Dream,50.775360582200015,13.503792058433719,199.0,5580.0,MALE
Chinstrap,Torgersen,49.668564447912814,18.230836890100083,198.0,5518.0,MALE
Adelie,Torgersen,50.21256825284899,18.520207986757452,174.0,4811.0,MALE
Adelie,Torgersen,50.941120670572936,18.630772435256926,211.0,5230.0,MALE
Chinstrap,Dream,50.79466354553644,18.353262121974645,197.0,5563.0,MALE
Gentoo,Dream,50.40670751768687,18.5486864304703,177.0,5877.0,MALE
Adelie,Dream,43.10066191544421,18.791612161637257,199.0,5516.0,MALE
Gentoo,Dream,49.10041453601208,13.875094708305593,223.0,5554.0,MALE
Gentoo,Torgersen,49.993858913840604,13.571781823213174,172.0,5368.0,MALE
Gentoo,Torgersen,49.29976334582929,18.83488309943325,174.0,4528.0,MALE
Chinstrap,Dream,43.280457319000014,14.845463898894465,212.0,5425.0,MALE
Adelie,Dream,50.96467941083402,15.499349158903312,197.0,5413.0,MALE
Gentoo,Torgersen,51.1931043086112,13.873484234990112,176.0,5298.0,MALE
Adelie,Dream,43.93271341490984,13.241121156078997,190.0,4767.0,MALE
Adelie,Dream,49.72220121030837,18.83508938387258,210.0,5575.0,MALE
Chinstrap,Torgersen,50.82760321799754,18.85363558307383,199.0,5478.0,MALE
Adelie,Torgersen,48.771211586895866,18.878073449393643,185.0,5506.0,MALE
Adelie,Dream,44.86270837204674,13.534397196646609,184.0,5858.0,MALE
Adelie,Dream,48.950132235565164,13.610933564863688,209.0,5512.0,MALE
Adelie,Dream,43.88949293498687,13.274789926171866,198.0,5637.0,MALE
Adelie,Dream,50.88233688822812,18.73483050148399,176.0,5438.0,.
Adelie,Dream,48.75269937619657,18.48021453486284,212.0,5439.0,MALE
Adelie,Dream,48.69881804193302,14.797782031993926,174.0,5535.0,MALE
Gentoo,Torgersen,49.74913162318981,13.212784375343574,186.0,5738.0,MALE
Gentoo,Dream,49.95253513751473,18.466103146552456,188.0,5674.0,MALE
Gentoo,Dream,50.97414425354755,18.88355103709108,188.0,5413.0,MALE
Chinstrap,Dream,50.57226905244927,18.614551526345824,212.0,5398.0,MALE
Adelie,Dream,50.45224547364872,18.90965590860725,177.0,4506.0,MALE
Gentoo,Dream,49.016277874099416,13.88076642926014,184.0,5238.0,MALE
Gentoo,Dream,51.31344129160138,13.172907793380379,196.0,5648.0,MALE
Gentoo,Torgersen,44.230635539790576,18.634100947531746,187.0,5757.0,MALE
Adelie,Torgersen,50.28236987689337,18.42100355204791,211.0,5457.0,MALE
Gentoo,Dream,44.1633782652164,18.56570790271215,199.0,5408.0,MALE
Adelie,Torgersen,48.729340518482566,15.16264083409942,215.0,5427.0,MALE
Adelie,Dream,49.89494532488218,13.503152349001187,173.0,5577.0,MALE
Gentoo,Dream,43.5162613232108,18.225516878855984,213.0,5252.0,MALE
Adelie,Dream,48.68928002152835,18.839854470389337,185.0,5714.0,MALE
Gentoo,Dream,50.297851165122765,18.551835167874884,219.0,5776.0,MALE
Gentoo,Dream,50.33240730085043,18.6817895472872,197.0,5505.0,MALE
Chinstrap,Torgersen,48.88955526780501,15.177050152293278,199.0,4818.0,MALE
Gentoo,Dream,50.11014535713739,18.29205543632066,176.0,5803.0,MALE
Adelie,Torgersen,49.553336935759916,13.554440491393436,212.0,5456.0,MALE
Gentoo,Torgersen,44.154388701203445,13.234013380811072,185.0,4822.0,MALE
Chinstrap,Torgersen,50.73515472142412,18.85583057516397,216.0,5505.0,MALE
Chinstrap,Dream,44.44837911319168,13.798547381536041,209.0,5429.0,MALE
Gentoo,Dream,51.02351069238367,18.260656573651833,200.0,5224.0,MALE
Gentoo,Dream,50.27782929299212,13.157828920546404,198.0,5369.0,MALE
Adelie,Torgersen,49.8847681413547,13.157533210229978,189.0,5606.0,.
Adelie,Dream,47.58885976015231,13.43032498088137,209.0,5567.0,MALE
Chinstrap,Dream,49.52912979452907,18.94055480736781,201.0,5518.0,MALE
Gentoo,Torgersen,48.9418904294527,15.247157949488482,199.0,5705.0,MALE
Gentoo,Torgersen,50.47695645140444,13.323042322137395,222.0,5256.0,MALE
Gentoo,Dream,50.31060296755331,13.29290501478431,212.0,4703.0,MALE
Gentoo,Torgersen,45.268557851278125,13.193133483597805,210.0,5707.0,MALE
Adelie,Torgersen,48.94955009360455,18.258499816819644,208.0,5840.0,MALE
Gentoo,Dream,51.10740412485619,13.781965143971778,186.0,5881.0,MALE
Adelie,Torgersen,50.79818833140999,18.256452110358232,209.0,5435.0,MALE
Adelie,Torgersen,51.12144037225028,13.825811708030367,200.0,5875.0,MALE
Gentoo,Dream,50.99947048487704,18.831318382315775,211.0,4503.0,MALE
Adelie,Dream,50.47276772748191,13.21491939375293,224.0,5304.0,MALE
Gentoo,Dream,50.82818983595274,13.569328806748556,210.0,5735.0,MALE
Adelie,Dream,50.02727010038635,13.105926425067882,208.0,4667.0,MALE
Gentoo,Torgersen,45.260095160741834,18.864110352841443,208.0,5513.0,MALE
Gentoo,Dream,49.12010053660726,13.568952781169276,199.0,5643.0,MALE
Adelie,Torgersen,50.75081379248256,18.77448593128806,197.0,5426.0,MALE
Chinstrap,Torgersen,49.82259391115494,15.191890074609658,173.0,4694.0,MALE
Chinstrap,Dream,45.180694608567755,13.679954479410629,213.0,5453.0,MALE
Gentoo,Torgersen,49.85254315123352,18.922240864316286,185.0,5225.0,MALE
Adelie,Torgersen,50.77128650276391,18.610018480507403,201.0,5236.0,MALE
Adelie,Torgersen,48.80718385935104,18.87475260060445,211.0,5613.0,MALE
Gentoo,Dream,43.22276248991714,18.42815817157158,219.0,5722.0,MALE
Chinstrap,Dream,51.169296351521815,18.221927338361894,212.0,5435.0,MALE
Gentoo,Torgersen,49.93695402705902,14.78432149978741,186.0,4764.0,MALE
Adelie,Torgersen,51.07794634903449,14.970386234358717,198.0,5454.0,MALE
Gentoo,Dream,51.198153942675695,18.84441294302613,208.0,5259.0,MALE
Gentoo,Torgersen,50.432905669252996,13.361656188596365,186.0,5532.0,MALE
Gentoo,Dream,50.17244127175706,18.328677564021472,213.0,5362.0,MALE
Gentoo,Torgersen,49.193943306293725,13.51632955564623,208.0,5874.0,MALE
Gentoo,Dream,43.35705960307227,13.895399462894504,197.0,5282.0,MALE
Gentoo,Dream,50.853334091476256,13.527541896538988,208.0,5357.0,MALE
Gentoo,Dream,51.04412318598797,18.42633219657093,189.0,5461.0,MALE
Gentoo,Dream,45.24333820441094,18.2051015044451,200.0,4727.0,MALE
Gentoo,Torgersen,50.52088169001197,15.261880224009799,217.0,5407.0,MALE
Gentoo,Torgersen,49.75530556920576,13.290055862819635,210.0,5552.0,MALE
Adelie,Dream,43.93960687257413,18.448699267278617,209.0,5512.0,MALE
Adelie,Dream,48.911973463003704,13.420176388047745,187.0,5795.0,MALE
Adelie,Dream,49.77141818219845,18.77687484325618,212.0,5464.0,MALE
Chinstrap,Torgersen,50.15653567918133,18.334568229629387,200.0,5369.0,MALE
Adelie,Torgersen,51.13792160362816,18.926149469669326,208.0,5405.0,MALE
Gentoo,Torgersen,51.173325615660126,18.763605977088545,199.0,5807.0,MALE
Chinstrap,Dream,49.74301329048751,13.504140414255888,211.0,5881.0,MALE
Gentoo,Torgersen,48.872830217269765,13.839598572675275,211.0,5292.0,MALE
Gentoo,Dream,50.72800151429647,15.081701103431246,212.0,5385.0,MALE
Gentoo,Dream,50.61926818955707,13.422845493811591,210.0,4566.0,MALE
Adelie,Dream,48.68442732636775,18.248670070008696,178.0,5651.0,MALE
Gentoo,Torgersen,44.328476147618055,18.79398711934944,223.0,5233.0,MALE
Gentoo,Dream,50.48764978682104,18.477001828389238,199.0,5263.0,MALE
Chinstrap,Torgersen,48.68286914501874,13.520212543678777,184.0,5493.0,.
Gentoo,Torgersen,51.12802647185444,13.495613678932665,220.0,5699.0,MALE
Adelie,Dream,51.24616683790365,18.691192726759706,211.0,5690.0,MALE
Gentoo,Dream,50.58699262324431,15.094108282111689,200.0,5272.0,MALE
Chinstrap,Dream,48.81598098404246,13.869323513964943,208.0,5787.0,MALE
Adelie,Dream,48.79340603115998,15.142814697571293,188.0,5369.0,MALE
Gentoo,Dream,49.587946615758405,18.441739741392936,197.0,5240.0,MALE
Chinstrap,Dream,48.680788146331714,18.476737566326204,200.0,5358.0,MALE
Chinstrap,Torgersen,49.55666375003194,18.78368840605073,212.0,5511.0,MALE
Gentoo,Dream,48.627401663610655,18.97416753558672,199.0,5852.0,MALE
Gentoo,Dream,51.27938966031266,13.82787230289312,208.0,5571.0,MALE
Chinstrap,Torgersen,50.85226842243937,18.54297109871375,209.0,5529.0,MALE
Gentoo,Torgersen,48.79392343156502,18.384741848568076,197.0,5399.0,MALE
Gentoo,Torgersen,48.30694650258162,13.474629125666496,198.0,5505.0,MALE
Adelie,Dream,49.171939610011044,13.388973064598593,200.0,5863.0,MALE
Adelie,Torgersen,49.16317469524071,18.344566923859645,175.0,5368.0,MALE
Gentoo,Dream,50.452837650204295,18.297030368901098,190.0,5359.0,MALE
Adelie,Dream,51.18022123744701,18.94293561699987,212.0,4702.0,MALE
Chinstrap,Dream,48.938767333380405,18.559416359902215,208.0,5379.0,MALE
Gentoo,Dream,48.61975755994374,18.232378893882995,178.0,5444.0,MALE
Gentoo,Dream,49.615107904717576,13.422481552505948,208.0,4793.0,MALE
Gentoo,Torgersen,48.66778753969943,13.426522210467216,174.0,5911.0,MALE
Gentoo,Dream,50.26333265334646,18.571369002669243,199.0,5452.0,MALE
Adelie,Torgersen,50.96273292370282,15.603234712675503,186.0,5409.0,MALE
Chinstrap,Torgersen,49.11422718166286,18.9603721371222,208.0,5298.0,MALE
Gentoo,Dream,48.90907534853301,15.255351052999044,209.0,5364.0,MALE
Gentoo,Torgersen,49.54723642018118,18.659196881244707,173.0,5301.0,MALE
Gentoo,Torgersen,51.237721681670116,18.707528422887638,212.0,5482.0,MALE
Adelie,Torgersen,48.95793365967888,13.521866633455549,217.0,5415.0,MALE
Adelie,Dream,51.257927966284235,18.54880956884795,208.0,4555.0,MALE
Gentoo,Torgersen,49.59615964234834,18.404200108908498,189.0,5639.0,MALE
Adelie,Torgersen,49.901768607590306,13.674494261155862,209.0,5590.0,MALE
Chinstrap,Torgersen,49.404737961403676,18.217192033799616,209.0,5621.0,MALE
Gentoo,Dream,51.177098821592544,13.366402006828675,213.0,4723.0,MALE
Gentoo,Dream,51.23490671121562,15.528421989961195,212.0,5810.0,MALE
Adelie,Dream,50.348768192896294,14.970997646819379,198.0,5410.0,MALE
Chinstrap,Torgersen,43.60612526298168,13.91276919754099,199.0,5504.0,MALE
Adelie,Dream,51.330617418678294,13.926702566451198,190.0,5417.0,MALE
Chinstrap,Torgersen,48.88209620875401,13.583321437000839,200.0,5312.0,MALE
Gentoo,Torgersen,50.19733579938372,13.13396622345941,200.0,5496.0,MALE
Adelie,Dream,49.03010841522828,18.218521685759043,176.0,5352.0,MALE
Adelie,Dream,51.06860711391307,13.268253375659594,201.0,5236.0,MALE
Adelie,Torgersen,51.20061557661295,15.054521717354657,189.0,5298.0,MALE
Gentoo,Torgersen,50.8120733195003,18.235010897754815,203.0,5740.0,MALE
Gentoo,Torgersen,49.46870140133734,13.769657049379235,186.0,5801.0,MALE
Gentoo,Torgersen,49.26780639738446,13.405889838812802,199.0,5861.0,MALE
Gentoo,Dream,47.925860636352354,18.336336306634724,209.0,5890.0,MALE
Adelie,Dream,49.40041367764972,18.1767028511077,211.0,5499.0,MALE
Gentoo,Torgersen,49.75440978909871,18.461444361873305,201.0,5851.0,MALE
Gentoo,Dream,48.72720311148227,13.103785653627746,221.0,5432.0,MALE
Gentoo,Dream,48.96364297869297,18.237852818444853,198.0,5290.0,MALE
Gentoo,Dream,48.65651145676489,13.607902228451804,216.0,5460.0,MALE
Adelie,Dream,48.814283080257226,13.885354145515613,210.0,5470.0,MALE
Gentoo,Torgersen,48.80133066075337,18.307467374418035,199.0,5317.0,MALE
Gentoo,Dream,49.75563718097891,15.402491413589686,196.0,5714.0,MALE
Gentoo,Dream,47.36463723850296,13.266072637678112,218.0,5326.0,MALE
Chinstrap,Torgersen,50.63741675464504,13.101255962826203,209.0,5938.0,MALE
Gentoo,Torgersen,48.99127955306665,13.853091958775913,199.0,5471.0,MALE
Adelie,Torgersen,49.7610190519659,13.810731339669013,198.0,5349.0,.
Chinstrap,Torgersen,50.35165660288223,18.196094121419062,199.0,5650.0,MALE
Gentoo,Dream,48.83252816075207,13.24879364205765,199.0,5703.0,MALE
Gentoo,Dream,49.82323067665206,13.296812779535633,187.0,5307.0,MALE
Adelie,Torgersen,49.61545410790944,18.919789946295,208.0,5519.0,MALE
Adelie,Dream,51.209562804589574,18.46082044034254,207.0,5648.0,MALE
Chinstrap,Dream,48.7591070632278,18.818200675549438,196.0,5716.0,MALE
Gentoo,Torgersen,49.72372210825366,13.466083367589764,198.0,5413.0,MALE
Gentoo,Torgersen,44.24737006943957,18.460245520024714,209.0,5311.0,MALE
Gentoo,Torgersen,50.60249638764912,18.78289236601147,175.0,5281.0,MALE
Adelie,Torgersen,49.48184525790489,13.617239237143181,198.0,4846.0,MALE
Gentoo,Dream,49.160973258852145,18.366226863145712,199.0,5545.0,MALE
Gentoo,Dream,49.40660705170734,18.629560902502668,196.0,5230.0,MALE
Gentoo,Dream,49.89494074173574,18.731236393963336,216.0,5412.0,MALE
Gentoo,Dream,45.71323790632196,13.79474559697027,178.0,5596.0,MALE
Gentoo,Dream,45.29042181259909,18.70883042649393,208.0,5376.0,MALE
Gentoo,Dream,49.361668175894295,18.678227539903506,207.0,5619.0,MALE
Gentoo,Dream,50.13499936808088,13.600557967679991,209.0,5510.0,MALE
Gentoo,Dream,50.49255083481347,18.217322797264483,223.0,5652.0,MALE
Gentoo,Dream,50.78805717812587,18.933958810021995,189.0,5328.0,MALE
Adelie,Torgersen,49.82695205586208,13.700467204801212,196.0,5251.0,MALE
Adelie,Dream,49.696636489106695,18.36921174869143,184.0,5929.0,MALE
Chinstrap,Dream,47.96101204275852,13.681574583047581,197.0,5400.0,MALE
Gentoo,Dream,49.78722036280131,13.621486646298868,211.0,4652.0,MALE
Adelie,Dream,43.781883589466766,18.693435214416382,213.0,5419.0,MALE
Adelie,Dream,49.84697933670928,18.458283535644075,174.0,5285.0,MALE
Gentoo,Torgersen,51.17703777729876,18.621467718032985,200.0,5867.0,MALE
Gentoo,Torgersen,48.992060592601156,13.654422873768292,220.0,5683.0,MALE
Gentoo,Torgersen,49.871697224949834,14.949391097976152,199.0,5525.0,MALE
Adelie,Torgersen,50.3525846920004,18.566730218084984,209.0,4766.0,MALE
Gentoo,Torgersen,49.92904196773728,13.201086990461219,188.0,5686.0,MALE
Chinstrap,Torgersen,49.16000973701852,13.1886456184255,201.0,5395.0,MALE
Adelie,Torgersen,48.605068691693084,13.865290883173593,210.0,5326.0,MALE
Gentoo,Torgersen,50.52222720745946,13.204619668629448,211.0,5918.0,MALE
Adelie,Dream,50.301522674564495,18.8903442562823,198.0,4806.0,MALE
Adelie,Dream,48.621385785948625,18.534631327614843,212.0,4694.0,MALE
Adelie,Dream,49.42104033279983,13.482118197233458,210.0,5828.0,MALE
Adelie,Torgersen,50.713744213742814,13.385444868417537,217.0,5248.0,MALE
Gentoo,Dream,50.32953104099771,18.48962288181279,201.0,5868.0,MALE
Gentoo,Torgersen,44.59932231884593,18.456875199869142,211.0,5349.0,MALE
Gentoo,Torgersen,49.02960805197488,13.574585675482224,198.0,5317.0,MALE
Gentoo,Dream,45.042308618249145,18.421898388034663,220.0,5698.0,MALE
Gentoo,Dream,49.89644603471846,13.790459725299096,201.0,5540.0,MALE
Chinstrap,Dream,44.9649915521489,13.29619187013204,199.0,5257.0,MALE
Gentoo,Torgersen,50.690247050989605,14.988714903107887,223.0,5575.0,MALE
Chinstrap,Dream,49.23899748396342,13.503663299167043,176.0,5387.0,MALE
Gentoo,Torgersen,47.945486286018706,18.925468278412794,197.0,5806.0,MALE
Chinstrap,Torgersen,49.37024305789307,18.160089166279725,211.0,5402.0,.
Gentoo,Dream,51.306041627075174,15.387667437091046,196.0,5243.0,MALE
Adelie,Torgersen,46.18228692965743,13.105045533657592,196.0,5496.0,MALE
Chinstrap,Dream,51.030224551546155,18.480082578995848,212.0,5364.0,MALE
Gentoo,Dream,48.71150459386927,18.781934089744237,199.0,5394.0,.
Adelie,Torgersen,49.305583500457395,18.51470646223535,197.0,5876.0,MALE
Gentoo,Torgersen,44.54678024909679,15.14077070029445,199.0,5692.0,MALE
Gentoo,Dream,50.19944450447264,14.992702136344276,199.0,4551.0,MALE
Adelie,Torgersen,49.689646208827256,18.539080336082232,223.0,5236.0,MALE
Adelie,Dream,48.880587252624444,18.331737979727713,219.0,5468.0,MALE
Gentoo,Torgersen,49.294672236017966,18.378157883453227,185.0,5244.0,MALE
Chinstrap,Torgersen,49.379340385616345,18.68876659131345,208.0,5794.0,MALE
Gentoo,Torgersen,50.676862850036514,18.643535527160548,212.0,5605.0,MALE
Chinstrap,Dream,51.09912939436052,13.880818232931189,210.0,5261.0,MALE
Gentoo,Dream,50.237377267587654,15.593850028354877,173.0,5362.0,MALE
Adelie,Dream,48.69749015565033,13.538799362294222,198.0,5685.0,.
Adelie,Dream,50.77865029701471,13.173547470551652,211.0,5619.0,MALE
Chinstrap,Torgersen,49.44041081530978,13.351918599184799,198.0,5559.0,MALE
Gentoo,Torgersen,44.03469861764467,18.574956112280184,175.0,5561.0,MALE
Gentoo,Dream,50.058009953524895,13.665456830435357,201.0,5927.0,MALE
Chinstrap,Dream,49.28487938083278,18.934805689525287,210.0,5933.0,MALE
Gentoo,Dream,51.12993974160777,18.270290244281004,214.0,5547.0,MALE
Chinstrap,Dream,43.54977558543724,13.130815149552598,214.0,5424.0,MALE
Gentoo,Dream,49.74078360138527,18.870829973535987,200.0,4646.0,MALE
Gentoo,Dream,49.396652861144815,13.776338069250421,197.0,4767.0,MALE
Gentoo,Torgersen,50.02954378105444,13.743228552311882,196.0,5769.0,MALE
Gentoo,Torgersen,50.178449958476534,18.533624644934022,212.0,5662.0,MALE
Gentoo,Torgersen,50.32463414503832,13.66933579145082,213.0,5499.0,MALE
Gentoo,Torgersen,50.06128346055443,13.445634148841528,208.0,5279.0,MALE
Gentoo,Torgersen,49.7297123814229,13.261323392545501,187.0,5815.0,MALE
Chinstrap,Torgersen,50.345133534035284,18.468350762721837,188.0,5922.0,.
Adelie,Torgersen,49.70938541061375,18.80111914065786,209.0,5413.0,MALE
Adelie,Dream,50.741013212398634,13.773558722500628,218.0,5632.0,MALE
Adelie,Torgersen,45.26748791945123,13.907352951502276,217.0,5349.0,MALE
Chinstrap,Dream,49.40369896230476,18.88564038513799,198.0,5404.0,MALE
Gentoo,Dream,49.62246188977838,13.672951010890584,208.0,5376.0,MALE
Gentoo,Dream,50.32922999135394,18.57756609914914,185.0,5274.0,.
Gentoo,Dream,49.03194240956806,13.708098699715459,200.0,5435.0,MALE
Adelie,Torgersen,50.51683781021404,14.933891015024011,197.0,5537.0,MALE
Adelie,Dream,46.898926320696965,18.915391006290417,217.0,4850.0,MALE
Gentoo,Torgersen,50.22542180558177,13.698564322554349,199.0,5285.0,MALE
Gentoo,Torgersen,43.48371602288586,18.63936786658662,211.0,5457.0,MALE
Gentoo,Dream,50.43771056176829,15.144595042525266,172.0,4508.0,MALE
Gentoo,Dream,49.57365911668768,13.632174934882947,220.0,5274.0,.
Gentoo,Dream,49.899830334569884,15.298850131440858,197.0,5765.0,MALE
Chinstrap,Dream,49.741545352336225,18.895037466265936,188.0,5798.0,MALE
Chinstrap,Torgersen,49.910966931986515,18.619418501110356,198.0,5309.0,MALE
Adelie,Torgersen,50.51041299052022,18.319236807989878,197.0,5485.0,MALE
Gentoo,Torgersen,49.47516048628822,13.470758663323833,186.0,5541.0,MALE
Gentoo,Dream,50.39314982247101,13.304093549025929,187.0,5929.0,MALE
Gentoo,Torgersen,48.765610795624184,18.900158141757053,217.0,5617.0,.
Adelie,Dream,49.42550916927108,18.84856168409331,217.0,5466.0,MALE
Gentoo,Dream,50.64932664791263,18.60688805620465,186.0,4688.0,MALE
Gentoo,Dream,48.74411616467068,18.304968916777018,198.0,4751.0,MALE
Adelie,Dream,44.80814103702615,13.136575290950406,212.0,5556.0,MALE
Adelie,Dream,43.17025369798656,13.212702341109468,199.0,5323.0,MALE
Gentoo,Torgersen,49.896704387852225,18.51230419586816,178.0,5537.0,MALE
Adelie,Dream,51.04349887021206,18.706331425848433,211.0,5613.0,MALE
Gentoo,Torgersen,48.62780275849341,18.32815840777083,185.0,5595.0,MALE
Adelie,Dream,50.048777056798286,15.35499709376399,199.0,5553.0,MALE
Gentoo,Torgersen,48.78275628156187,13.824037482523533,198.0,5313.0,MALE
Gentoo,Torgersen,50.9845518844111,15.41608250851338,189.0,5836.0,MALE
Chinstrap,Dream,50.48731543615908,18.497443079178556,188.0,5659.0,MALE
Gentoo,Dream,50.640373105873934,18.682411442194994,189.0,5792.0,.
Adelie,Dream,50.439770844851196,13.930228643719625,223.0,5343.0,MALE
Adelie,Dream,48.6176644976699,13.843745746416902,209.0,5840.0,MALE
Chinstrap,Dream,48.71323912120922,18.424045585501798,221.0,5488.0,MALE
Chinstrap,Dream,50.30741121106063,18.71577552498432,208.0,5545.0,MALE
Gentoo,Dream,51.34913409533651,13.237097476370753,201.0,5509.0,MALE
Chinstrap,Torgersen,51.00115490750243,13.568189515682457,189.0,5742.0,MALE
Gentoo,Dream,50.52413596849477,18.439488530477174,198.0,5626.0,MALE
Gentoo,Dream,50.5995248744413,18.508042907478565,196.0,5462.0,MALE
Chinstrap,Torgersen,49.22338931215457,18.508675037261995,210.0,5378.0,MALE
Chinstrap,Torgersen,50.666938318873484,18.697115669449587,200.0,4755.0,MALE
Gentoo,Dream,49.391791288374456,15.490636646100532,188.0,5576.0,MALE
Adelie,Dream,48.89001573431158,15.173600347463426,211.0,5341.0,MALE
Gentoo,Torgersen,49.867460962533585,13.223131222014205,184.0,5380.0,MALE
Gentoo,Torgersen,49.508038374456454,18.77348958950616,196.0,5344.0,MALE
Gentoo,Dream,49.06270234629074,18.77138012894129,176.0,5336.0,MALE
Gentoo,Dream,49.759702204406366,18.94123000134958,200.0,5667.0,MALE
Adelie,Dream,51.067302686650656,18.471007045795,208.0,5347.0,MALE
Chinstrap,Dream,49.796993251569965,18.529658367890967,189.0,5350.0,MALE
Chinstrap,Torgersen,49.830052711936744,13.554100422981506,201.0,5349.0,MALE
Chinstrap,Torgersen,50.54927633297166,13.849383653022468,199.0,5561.0,MALE
Adelie,Torgersen,50.0414451429188,15.37154187499841,217.0,4635.0,MALE
Gentoo,Dream,48.955363347190485,13.117873623826771,196.0,5226.0,MALE
Adelie,Dream,51.10357909324592,13.274151057552974,174.0,5567.0,MALE
Gentoo,Dream,49.821341924445406,18.857271672087634,187.0,5429.0,MALE
Gentoo,Dream,50.77067878286974,13.59179800658281,201.0,5331.0,MALE
Gentoo,Torgersen,49.66940660756117,18.87408311146651,210.0,5506.0,MALE
Gentoo,Torgersen,50.818826551756906,18.48557527552775,196.0,5588.0,MALE
Adelie,Dream,49.6712251440205,18.316793025225685,211.0,5528.0,MALE
Gentoo,Torgersen,49.20543868458163,13.10347821062042,172.0,5623.0,MALE
Adelie,Dream,49.13953533402084,13.936682805432092,190.0,4509.0,MALE
Gentoo,Torgersen,51.185095271928155,18.2545604879104,211.0,5272.0,MALE
Chinstrap,Dream,50.212958211097806,18.68009376318306,188.0,4801.0,MALE
Gentoo,Dream,43.23693147891023,15.191355484569451,211.0,5238.0,MALE
Chinstrap,Torgersen,49.66795588948963,15.099325488335554,201.0,5909.0,MALE
Adelie,Dream,49.243580466443554,13.5512498061022,198.0,5685.0,MALE
Adelie,Dream,48.83280692767558,18.2057581906622,215.0,5291.0,MALE
Gentoo,Dream,49.11357863843387,15.594828730028901,208.0,5456.0,MALE
Gentoo,Torgersen,43.25672381999863,18.55389903062523,172.0,4587.0,MALE
Chinstrap,Torgersen,47.604702477627285,18.15284319409224,210.0,5423.0,MALE
Adelie,Torgersen,49.07677812830304,13.452248482393408,188.0,5495.0,MALE
Adelie,Torgersen,50.2796446596697,13.736049600410533,218.0,5460.0,MALE
